State,Keyword,Match type,Status,Suggested bid (low)(USD),Suggested bid (median)(USD),Suggested bid (high)(USD),Keyword bid(USD),Impressions,Clicks,CTR(%),Spend(USD),CPC(USD),Orders,Sales(USD),ACoS(%)
ENABLED,navy blue lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.58,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box kit,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,bentology lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.65,0.77,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bag cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.90,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,barcelona lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,keep lunch cold,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,stanley classic lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.55,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,reusable lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.68,0.75,0.78,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler for work,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.88,0.88,0.40,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box for work,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.59,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,mier lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,travelpro lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.75,0.88,0.75,1,1,100.0,0.55,0.55,0,0.00,
ENABLED,lunchbox meal prep,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.75,1.10,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,machine washable lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.67,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag ice packs,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,1.00,1.50,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchboxes for teens,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,leather lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.48,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bags for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.65,0.65,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.40,0.45,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes insulated,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.78,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,nascar lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.50,0.55,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,big cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.59,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,fit fresh lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.77,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,small cooler tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,3.25,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler food,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box pack,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.63,0.75,0.79,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,flat lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.62,0.65,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,double compartment cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.69,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,cool lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,stanley lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.50,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep kit,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.62,0.78,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,small lunch cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.80,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,bag for lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.64,0.75,0.80,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.75,0.90,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,adult lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.59,0.84,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.64,0.92,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,simple lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.65,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag for work,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.69,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.75,0.94,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,reusable insulated lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.88,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.69,0.84,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes for toddlers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.70,0.79,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbox strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.50,0.59,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,bariatric lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.68,0.80,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,vampirina lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.59,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.37,0.40,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box embark,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,1.12,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,oxford lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.63,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag arctic zone,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.69,0.85,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,school bus lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.53,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,sandwich cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,simpsons lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.64,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lanch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.25,0.45,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated zipper bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,teen boy lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,linch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.44,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,childrens lunch box containers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.66,0.73,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lonchera para ni帽os,EXACT,TARGETING_CLAUSE_STATUS_LIVE,,,,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box cute,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.50,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bo,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.34,0.34,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,,,,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch container men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,messi lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.50,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,girl lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.50,0.71,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,brestmilk cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,,,,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,artic zone ultra,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.69,0.69,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,nerf lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.44,0.48,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kids cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.69,0.88,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,best insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.75,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ice cooler box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated lunch bag blue,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.80,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch tote cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,0.90,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,thirty one lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.56,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler bag with pockets,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.60,0.75,0.79,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,picnic lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.76,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,womans lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.51,0.64,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,superman lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.20,0.20,0.20,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,dantdm lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.50,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,reusable snack bags zipper,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.67,0.69,0.92,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,bentology lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.33,0.45,0.51,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.78,1.39,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated large tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,rectangle lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box for kids,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.64,0.85,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,launch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.44,0.50,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,meal prepping lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.65,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,rubbermaid lunch blox bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.65,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ice packs for toddlers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.75,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulation lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.81,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,picnic box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.65,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler food bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.69,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,arctic zone ice pack,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,1.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,boys lunch box nike,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.58,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch cooler bags insulated,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.59,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,kid bento lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.52,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch containers for adults,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.59,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchbox insulated,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.41,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ghostbuster lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ozark lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.48,0.55,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,baloray lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchbox containers,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.33,0.41,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,wet bags for kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.77,0.77,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,work lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated lunch tote small,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.63,0.79,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.94,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,volcom lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.83,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box wildkin,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.66,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,large lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.56,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,best selling lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.48,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,container lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.72,0.81,1.61,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box ultra,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.53,0.69,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,coleman lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.26,0.40,0.48,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler tote large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,0.98,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,toddler food thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.58,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,layer lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,1.14,1.14,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch ox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.25,0.34,0.34,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,pokemon lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.42,0.50,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,small insulated cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.79,0.79,0.93,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box with strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler bags lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.68,0.89,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch ice packs,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.89,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchbox kit,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.33,0.33,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,high performance lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,coolers for kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.75,0.76,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag tote bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.59,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cold lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.56,0.56,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchbox toddler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.56,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,zipper lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.52,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunh box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.65,0.65,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,igloo lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.44,0.50,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated kids lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.95,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated cooler lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,arctic zone lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.56,0.97,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,meal prep lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.92,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch cooler for kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box kid,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.93,1.01,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cold pack lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.66,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,mier cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.84,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,small food cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.71,0.75,4.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,meal prep nag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,,,,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,ice pack lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.58,0.69,0.79,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunchblox,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.23,0.23,0.40,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated bag for food,EXACT,TARGETING_CLAUSE_STATUS_LIVE,2.00,2.00,2.00,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,coolers for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.88,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,california innovations lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,vintage lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.23,0.23,0.31,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,red insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.77,0.80,0.83,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cooler insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.77,0.98,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,simple lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.47,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch boc,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.34,0.34,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunches boxes for kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,geek lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.51,0.69,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,snack lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.95,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated luch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.69,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,vintage tin lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.50,0.66,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,bolsa termica,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,tupperware for toddlers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bags e,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.63,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,good lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.63,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch box superman,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.50,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,cold food bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,2.00,3.25,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,bento thermos lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.54,0.76,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,eco friendly lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.57,0.75,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,adult insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.59,0.80,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,hot cold insulated bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.84,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulated cooler bag small,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.57,0.68,1.10,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,waterproof cooler tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.80,0.98,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,insulate bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.53,0.59,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.10,0.15,0.20,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,adult insulated lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.55,0.66,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,lunch bag for school,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.69,0.79,0.75,0,0,,0.00,0.00,0,0.00,
ENABLED,6 bottle cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,0.59,0.75,0,0,,0.00,0.00,0,0.00,
